tweetid,timestamp,printname,screenname,verified,body,quotescreenname,quotetext,likes,retweets
1114153632272977920,9:11 AM - 5 Apr 2019,Netflix MENA,NetflixMENA,True,"أسبوعكم حافل بالـ
اليوم:
Our Planet - نتعرف على الكوكب بعدسة غير
Quicksand - يحدث في المدارس السويدية
الأحد:
Crazy Ex-Girlfriend - الحلقة الأخيرة
الأربعاء شوف هالأفلام:
The Silence
Batman v Superman: Dawn of Justice
Precious
Fever Pitch
The Inbetweeners 2",,,247,18
1113422112310603777,8:44 AM - 3 Apr 2019,ناشط سينمائي !,movsli,True,"مسلسل قصير bitter daisies أسباني جريمة و غموض ممتع و صادم جداً .. متوفر على @NetflixMENA 6 حلقات..
عن ملازمة تحقق في إختفاء جثة مراهقة في بلدة متماسكة وغريبة و سبب تحقيقها أصلاً يعود لأمر شخصي تنوي الكشف عنه.. pic.twitter.com/Dg2CBvFcSe",,,1701,98
1122082051212107777,6:16 AM - 27 Apr 2019,Netflix MENA,NetflixMENA,True,وقت العائلة وقت تحليل الحقائق  https://twitter.com/The1Reem/status/1115393345600225281 …,The1Reem, وثائقيات نتفلكس مع العائله ,74,3
1129080580342259717,1:46 PM - 16 May 2019,Netflix MENA,NetflixMENA,True,"بون سوار  الويك إند جوّه باريسي:

I Am Not an Easy Man: تصرفاته العنصرية رجعت عليه 
Nothing to Hide: شاركوا رسائلهم الخاصة والنتيجة...
La Mante: قاتلة متسلسلة تساعد الشرطة يمسكون مجرم يقلدها
La Foret: اختفاء مراهقة والمدرّس قلقان 
Call My Agent: يوميات وكلاء المشاهير ",,,350,23
1114168484932608006,10:10 AM - 5 Apr 2019,Netflix MENA,NetflixMENA,True,المسلسل علينا، والمهر عليك. https://twitter.com/WhyHassan/status/1114119121929633792 …,WhyHassan,"اصبح اختيار مسلسل جديد لمتابعته على نتفلكس اصعب من اختيار شريكة حياتك, اختاروا جيداً.
@NetflixMENA",273,82
1121742457543319553,7:46 AM - 26 Apr 2019,Netflix MENA,NetflixMENA,True,"راجعين للماضي ورايحين للمستقبل.
#DARK موسم 2 يعرض في 21 يونيو. pic.twitter.com/JXEP2VjFb8",,,3962,833
1118512231891775488,9:51 AM - 17 Apr 2019,Netflix MENA,NetflixMENA,True,بخصوص الناس اللي تصوّر لك في السناب مسلسلاتها، ما قلنا شيء بس ليش تحرقون علينا الأحداث؟,,,361,109
1118183682790047744,12:05 PM - 16 Apr 2019,Netflix MENA,NetflixMENA,True,الزين ما يكمل.. https://twitter.com/23alghanim/status/1115357656833757186 …,23alghanim,ليل و هدوء و جو حلو و نتفلكس و اكل وظلمه ودخل علي زهيوي عكر ام الجو اللي كنت فيه,62,15
1116644301180633088,6:08 AM - 12 Apr 2019,Netflix MENA,NetflixMENA,True,"قائمة الأسبوع 

الجمعة:
The Perfect Date مع Noah Centineo 
Who Would You Take to a Deserted Island 
مع Maria Pedraza و Jaime Lorente

السبت:
Arrival - فك شفرات لغة المخلوقات الغريبة 

الاثنين:
No Good Nick - جزء 1 من المسلسل الكوميدي 

الأربعاء:
راجعين Riverdale بموسم 2",,,347,27
1114878018068070400,9:10 AM - 7 Apr 2019,Netflix MENA,NetflixMENA,True, pic.twitter.com/tcp1PbnJH8,,,501,145
1120707963554078720,11:16 AM - 23 Apr 2019,Netflix MENA,NetflixMENA,True,لو مسلسلك المفضل يحدد مهنتك إيش بيكون منصبك المستقبلي؟,,,647,43
1127274740253696000,2:10 PM - 11 May 2019,Netflix MENA,NetflixMENA,True,شخصية نور في #أنا_عندي_نص. بس كذا. هذي هي التويت. pic.twitter.com/dszJttU6pF,,,181,44
1129356115936980993,8:00 AM - 17 May 2019,Netflix MENA,NetflixMENA,True,"ايش اللي صار بعد المطر؟  
#TheRain موسم 2 يعرض الآن pic.twitter.com/yt5fc5WShB",,,520,67
1114876106690240513,9:02 AM - 7 Apr 2019,Netflix MENA,NetflixMENA,True,"أفكار ما بعد الويك ايند
#CAOS pic.twitter.com/SMYrlhAd47",,,157,29
1113457838569992192,11:06 AM - 3 Apr 2019,Netflix MENA,NetflixMENA,True,"كلنا نعرف أحد مثل ""فيش"".. مايكثر كلام بس يسأل متى؟ ومستعد للمغامرة.  #TripleFrontier pic.twitter.com/uJTPmLGV3z",,,190,22
1115646166308413440,12:02 PM - 9 Apr 2019,Netflix MENA,NetflixMENA,True,في كل الأحوال هي مغامرة، بس انت تختار مصير Bear Grylls في سلسلة مغامرات تفاعلية. #YouvsWild يعرض غدًا. pic.twitter.com/AfgmihwqO6,,,215,24
1124356453840707586,12:54 PM - 3 May 2019,Netflix MENA,NetflixMENA,True,"حياتي:
احتفل بالويك إيند اشوف مسلسل
احتفل بالإجازة أشوف مسلسل 
احتفل بأني عديت اختباراتي أشوف مسلسل 
أكون مشغول أشوف مسلسل",,,1118,659
1123554199919386628,7:46 AM - 1 May 2019,Netflix MENA,NetflixMENA,True,مين كمان مستعد لصيف فخم؟ https://twitter.com/NoufiBoufi/status/1123204117042802689 …,NoufiBoufi,السلام عليكم نتفلكس، أنا عطلت,157,17
1125371924266258433,8:09 AM - 6 May 2019,Netflix MENA,NetflixMENA,True,أسهل قرار اتخذته ومن غير حيرة... لازم أتابع #ماذا_لو بطولة #علي_الحسيني، #روان_مهدي، #أسيل_عمران #ومنذر_ريحانة  pic.twitter.com/XRLoCZiTc7,,,143,27
1115579677937164288,7:38 AM - 9 Apr 2019,Netflix MENA,NetflixMENA,True,ذا الزر معمول مخصوص للناس اللي تشغل فيلم وتجلس على الجوال pic.twitter.com/hupZGFWYxp,,,569,214
1114089410310676480,4:56 AM - 5 Apr 2019,Netflix MENA,NetflixMENA,True,"""أنا بنت سبيلمان بنته"" #CAOS جزء 2 يعرض الآن pic.twitter.com/PDXVVqizC1",,,364,42
1121430617999249408,11:07 AM - 25 Apr 2019,Netflix MENA,NetflixMENA,True,"مختصر الوضع مع المسلسلات الجديدة:
الساعة 9 مساءً: المسلسل رهيب ودي أستمتع وأوزعه على أيام
الساعة 4 الفجر: ماقدرت أقاوم وخلصت الموسم بجلسة وحدة",,,416,166
1114925311664316418,,Netflix MENA,NetflixMENA,False,أثبتت الدراسات أن أخذ قسط من الراحة يساعد الطالب على المذاكرة... دراساتي تقول مشاهدة حلقة من مسلسلي هي اللي تساعد ,,,767,216
1126081288220360704,7:07 AM - 8 May 2019,Netflix MENA,NetflixMENA,True,ما أقدر ما أقولكم إن #Lucifer موسم 4 يعرض الآن. بس أفضل لو تشوفونه بعد الفطور ,,,412,32
1126832172097245185,8:51 AM - 10 May 2019,Netflix MENA,NetflixMENA,True,"لستة هالويك إند مسلسلات كورية :

- بين عالمين: تقدر تفرّق بين الواقعي والافتراضي؟

-الطبيب الغريب: هارب من كوريا الشمالية

- إذا حضرت الشياطين: شرطي وعرّافة يحاولون يحلون القضايا

- أول غرام: مجموعة أصحاب يقابلون حبهم الأول

- الورثة: مدرسة للأثرياء وطالبة مختلفة عنهم",,,494,32
1125831292887687168,2:34 PM - 7 May 2019,Netflix MENA,NetflixMENA,True,"إيش مسوين على السحور يحدد إذا العزومة مقبولة أو لأ 
#سعاد_عبدالله
#أنا_عندي_نص pic.twitter.com/wZUWmhWIo7",,,93,13
1125502949587812352,4:49 PM - 6 May 2019,ديـــنـا,deenaabumariam,True,"مبسوطة اني حضرت مسلسل #ماذا_لو على @NetflixMENA 
مع اني كثير تأثرت على مشهد اسيل عمران بالبداية و متت بكاء على آخر مشهد للأستاذ منذر الرياحنة، فخر الممثلين الأردنيين. 
برافو برافو برافو
@MontherRayahnah",,,42,7
1117393839420059650,7:47 AM - 14 Apr 2019,Netflix MENA,NetflixMENA,True,الصديق اللي يشوف قبلك مسلسل ولا يحرقه عليك هو الصديق اللي تتمسك فيه مدى الحياة,,,2408,1664
1127659317690286080,3:38 PM - 12 May 2019,Netflix MENA,NetflixMENA,True,الحالة الوحيدة اللي ممكن أوقف فيها مسلسلي: عشان أصب لي آخر كاسة شاي قبل الفجر ,,,298,63
1121052106050473985,10:03 AM - 24 Apr 2019,Netflix MENA,NetflixMENA,True,"Hola!
أقترح هالأفلام عشان تجهز لويك إند  من بدري:
-ولدي العزيز: مين اعتدى على ولده؟
-مدينة النيران: دنفر وموسكو في أدوار مختلفة تمامًا
-عشاقنا: الحب يصير لعبة بس كيف تنتهي؟
-سراب: خيال علمي بالأسباني والبروفيسور موجود
-عدسة الموت: مصور يفضح جرائم معسكر اعتقال والقصة حقيقية",,,650,25
1112372123782316033,11:12 AM - 31 Mar 2019,Netflix MENA,NetflixMENA,True,جايكم في أبريل: pic.twitter.com/dpRIPT2CgO,,,2247,313
1118426870868054016,4:12 AM - 17 Apr 2019,Netflix MENA,NetflixMENA,True,"مرت سنة وانا أحلم بعرض بيونسيه.. واليوم جاية تأخذني أعيش تجربة جديدة... رحلتها تعرض الآن 
#BeyonceHomecoming pic.twitter.com/QWFnxtzqN6",,,351,62
1113413559621439489,8:10 AM - 3 Apr 2019,Netflix MENA,NetflixMENA,True,برشح لك والتر وايت https://twitter.com/vampirdee/status/1112410956246720514 …,vampirdee,نيت فليكس ممكن تحطون لنا فيديوات شرح لدروس؟ جاني اكتئاب من الكيمياء ابي اي موظف منكم يساعدني  pic.twitter.com/FQEgwUbdEz,174,36
1115258633703575552,10:22 AM - 8 Apr 2019,Netflix MENA,NetflixMENA,True,ليديز أند جنتلمن:  #beyoncehomecoming pic.twitter.com/8Q0i3jZ7BI,,,265,76
1124715366381494272,12:40 PM - 4 May 2019,Netflix MENA,NetflixMENA,True,"لأول مرة على Netflix...
4 مسلسلات عربية تعرض يوميًا في رمضان:
#الكاتب
#أنا_عندي_نص
#حضن_الشوك
 #ماذا_لو
 #مسلسلات_رمضان pic.twitter.com/kmCXjGhd3U",,,612,142
1123947059571306496,9:47 AM - 2 May 2019,Netflix MENA,NetflixMENA,True,"وثائقيات حقيقية لقصص ولا في الأفلام 

The Disappearance of Madeleine McCann:
 سر اختفاء طفلة من عام 2007

The Ted Bundy Tapes:
 قاتل متسلسل اعترف بارتكاب 30 جريمة

Killer Women with Piers Morgan:
 پيرس يقابل سيدات ارتكبوا جرائم قتل

Captive:
أشخاص يحكون قصص خطفهم بالتفصيل",,,1384,75
1112702099194896384,9:03 AM - 1 Apr 2019,Netflix MENA,NetflixMENA,True,"#البروفيسور أعلن وقت محاضرته الجاية: 19 يوليو.
#LCDP3 pic.twitter.com/z9wXHmkw95",,,2428,951
1119556781624168448,7:01 AM - 20 Apr 2019,Netflix MENA,NetflixMENA,True,"بعد المطر، ما أحد بأمان...
موسم 2 من #TheRain بينزل في 17 مايو. pic.twitter.com/LUW4z5NlIC",,,1582,171
1116717611423797248,11:00 AM - 12 Apr 2019,Netflix MENA,NetflixMENA,True,"كيفن هارت سامري ستايل
#KevinHartIrresponsible pic.twitter.com/yCONtHzK9D",,,259,85
1115978199463288834,10:01 AM - 10 Apr 2019,Netflix MENA,NetflixMENA,True,"أقل من 666 ساعة ويوصل... 
@LuciferNetflix موسم 4 يعرض في 8 مايو pic.twitter.com/vwHFW1JM1w",,,255,47
1117437573687848961,10:40 AM - 14 Apr 2019,Netflix MENA,NetflixMENA,True,"تعلم من العصافير: التميليح ما يجيب نتيجة، خليك مباشر
@ourplanet pic.twitter.com/QXoEEI5ri9",,,195,55
1127929843784482816,9:33 AM - 13 May 2019,Netflix MENA,NetflixMENA,True,"اللي فاتك في الأسبوع الأول مع يونس جبران:
كاتب مشهور، تتحول حياته لـ قصة بوليسية في دقائق، والموضوع فيه بنت صغيرة تتعرف عليه، وجريمة قتل في بيته وهو المتهم الأول، هل ممكن تنقذه واحدة من المهوسين بكتبه؟ ولا الشخصيات اللي في خياله؟
#الكاتب pic.twitter.com/j8tm8i7jhV",,,150,8
1128664730091098112,10:13 AM - 15 May 2019,Netflix MENA,NetflixMENA,True," ""حيثما نظرت، الناس مهووسون بتلك الأشياء"" 
#BlackMirror الموسم الخامس يعرض في 5 يونيو. pic.twitter.com/aeBvSdiZRd",,,377,51
1126872769029918722,11:32 AM - 10 May 2019,Netflix MENA,NetflixMENA,True," الحلقات الجديدة تنزل كل يوم الساعة 6 مساءً بتوقيت السعودية
7 مساءً بتوقيت الإمارات 

 ⁧#الكاتب⁩ 
⁧#انا_عندي_نص ⁩ 
⁧#حضن_الشوك⁩ 
⁧⁧#ماذا_لو pic.twitter.com/GnD44546zL",,,67,7
1117036608497377282,8:07 AM - 13 Apr 2019,Netflix MENA,NetflixMENA,True," عندي إعلان هام 
 مسلسل أصلي جديد من Netflix من اخراج وكتابة تيما الشوملي وشيرين كمال! مرحبا ب مدرسة الروابي للبنات
#AlRawabiSFG https://twitter.com/Timashomali/status/1117033623151050752 …",Timashomali,"I am so excited to announce our new show “ALRAWABI School for girls”
A NETFLIX Original @NetflixMENA 
YA drama suspense…",165,21
1119198652449292289,7:18 AM - 19 Apr 2019,Netflix MENA,NetflixMENA,True,"أفلام كوميدية لويك إند لطيف:

Identity Thief - أوصف الفيلم بكلمتين: ميليسا مكارثي
Get Hard - كيڤن هارت يجهز ويل فاريل للسجن
 Horrible Bosses - ماتحب دوامك؟ تخلص من مديرك
Due Date - زاك غاليفياناكيس يكفي عشان أقول إنه كوميدي
Isn't It Romantic - ضربة على الراس تخلي العالم رومانسي",,,1789,94
1126180403725963264,1:41 PM - 8 May 2019,Netflix MENA,NetflixMENA,True,"في الحلقات الثلاث الأولى، كم مرة قال باسل خياط ""أنا كـ يونس جبران""؟ #الكاتب",,,116,8
1121754741304954881,8:35 AM - 26 Apr 2019,Netflix MENA,NetflixMENA,True,ملخص مادة #DARK للي يحب يراجع https://twitter.com/sorukun5/status/1121748283708321794 …,sorukun5,اللي ملخبط بالأول ممكن تفيدكم الصورة تراجعون منها   pic.twitter.com/cToZUEAd4Q,383,80
1122124740557246465,9:06 AM - 27 Apr 2019,Netflix MENA,NetflixMENA,True,"جينيفر أنيستون ""حظها عجاجة"" حتى لما قرر آدم ساندلر ياخذها شهر عسل بعد 15 سنة زواج...

#MurderMystery في 14 يونيو. pic.twitter.com/6Wpgz2poWG",,,2552,216
1116303540824289282,7:34 AM - 11 Apr 2019,Netflix MENA,NetflixMENA,True,"شفت الثقب الأسود وبدأ عقلي يسوي قصص، ماذكركم بشيء؟ 
#LOTR pic.twitter.com/psObU1wjlf",,,304,40
1121732017853534214,7:05 AM - 26 Apr 2019,Netflix MENA,NetflixMENA,True,"الأسطورة شاتاي راجع عشان يحمي إسطنبول من خطر الخالدين السبعة...
موسم 2 من #المحافظ يعرض الآن.",,,550,128
1128363256559669255,2:15 PM - 14 May 2019,Netflix MENA,NetflixMENA,True,البروفيثور  #LCDP pic.twitter.com/K05pF0VqEc,,,1164,348
1115231219875287041,8:33 AM - 8 Apr 2019,Netflix MENA,NetflixMENA,True,لا تقولي إن لي معزة خاصة في قلبك، انت بس اقترح لي مسلسلات كوميدية وبيّض الله وجهك,,,545,247
1127200960244322309,9:17 AM - 11 May 2019,Netflix MENA,NetflixMENA,True,أبطال #حضن_الشوك يقولون لكم مين أكثر واحد…… pic.twitter.com/bNwEi8juxw,,,93,10
1125389568163897344,9:19 AM - 6 May 2019,Netflix MENA,NetflixMENA,True,زمنين وقصة وحدة... #حضن_الشوك بطولة #عبير_أحمد و #خالد_البريكي و #ليلى_عبدالله، يعرض على Netflix حلقة كل يوم. pic.twitter.com/C6V7XJqdmy,,,264,28
1113838077552857089,12:17 PM - 4 Apr 2019,Netflix MENA,NetflixMENA,True,"الموڤي نايت برعاية ""قصص حقيقية"":

The Boy Who Harnessed the Wind:
طفل من ملاوي ينقذ قريته اللي تعيش في جفاف
True Story:
قاتل ينتحل شخصية صحفي
The Highwaymen:
يرجعون من تقاعدهم ويوقفون Clyde و Bonnie
Lion:
يضيع في الهند وبعد 25 سنة يبدأ رحلة البحث عن والدته",,,690,34
1115944603784503296,7:48 AM - 10 Apr 2019,Netflix MENA,NetflixMENA,True,"من هذه اللحظة يصير باقي 100 يوم ونشوف البروفيسور، إيه بسوي عد تنازلي لحد آخر يوم 
#LCDP3",,,580,142
1113034783083413504,7:05 AM - 2 Apr 2019,Netflix MENA,NetflixMENA,True,#LCDP3، لصيف مليء بالبيلا تشاو. pic.twitter.com/z5SQ0rMOPz,,,1627,433
1129404696463122432,11:13 AM - 17 May 2019,Netflix MENA,NetflixMENA,True,"ما أحد قدر عليه .. العالم يبحث عن البروفيسور
موسم 3 في 19 يوليو #LCDP pic.twitter.com/irN5vN8imo",,,1013,262
1116349745977544705,10:38 AM - 11 Apr 2019,Netflix MENA,NetflixMENA,True,"هذه التغريدة تقديرًا لـ #Suits فرع صامويل جاكسون. 
#UnicornStore pic.twitter.com/c1koxrmfUc",,,113,14
