tweetid,convoid,timestamp,printname,screenname,verified,mentions,cards,body,lang,links,likes,retweets
1125058479557836800,1125056080327979009,1557069818,Soul search,ubn1l,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,موعدنا بعد رمضان انتم وابليس ,ar,,1,
1125063954605191168,1125056080327979009,1557071124,Khilz,ItsKyylee,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,Will this be available across netflix worldwide or just mena?,en,,1,
1125060037154623488,1125056080327979009,1557070190,Muhammad Eyad ♑,Muhammad_Eyad,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ما جاوبتو على سؤالي .. مسلسل خمسة ونص سيعرض على نتفليكس؟,ar,,1,
1125471643944607745,1125056080327979009,1557168324,Modex',Alsh3bbi94,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,استغرب من اللي قاعدين ينتقدون نتفلكس ع المسلسلات العربية اللي تنزلها ! ياخي ترى مو لازم تشوفها  الموضوع اختياري,ar,,1,
1125083544181542913,1125056080327979009,1557075794,Ayah,Ayooshii92,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,"waiting on 
#باسل_خياط #مسلسل_الكاتب_رمضان_",en,/hashtag/%D8%A8%D8%A7%D8%B3%D9%84_%D8%AE%D9%8A%D8%A7%D8%B7?src=hash /hashtag/%D9%85%D8%B3%D9%84%D8%B3%D9%84_%D8%A7%D9%84%D9%83%D8%A7%D8%AA%D8%A8_%D8%B1%D9%85%D8%B6%D8%A7%D9%86_?src=hash,4,
1125509627771334656,1125056080327979009,1557177380,almilany,almilany2,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,الغاء اشتراك النت فليكس ، حنا شاردين منهم ، خربتوا البرنامج,ar,,,
1125525661593100289,1125056080327979009,1557181203,عبدالله✖,EU___20,False,almilany2 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,كلزززززق,ar,,,
1125532345317167106,1125056080327979009,1557182797,almilany,almilany2,False,EU___20 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,سفية ، اذا خاطبك السفهاء ، طيب اصلك حسافة علي بطن جابك,ar,,,
1125544754559819778,1125056080327979009,1557185755,Fss Turki,FssTurki,False,almilany2 EU___20 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,السفية انت والله اللقافه الزايده ماهي زينه الموضوع اختياري مو تلفزيون لازم تتابعه انت ما تبي تشوف لا تشغله اما مسوي صاحب الذوق الرفيع الي ما يتابع الا اجنبي شغل الاجنبي في اي وقت تبيه ماحد بيقول لا تشغله (كل واحد يتابع الي يبي مو بس انت في البرنامج كل واحد وذوقه),ar,,1,
1125100249297641478,1125056080327979009,1557079777,Zeina Khalil,zeinakh961,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ناطرين,ar,,,
1125853318989926400,1125056080327979009,1557259323,Mohammed Khalil ❤,mmohhaa_21,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,"اعلان رخيص
من شبكة كل مالها ترخص اكثر واكثر

نتفيلكس الى اين؟!",ar,,,
1125373412862504960,1125056080327979009,1557144904,AQ | 96,We22_A,False,NetflixMENA,true, pic.twitter.com/bT4eiYAMQO,und,https://t.co/bT4eiYAMQO,,
1125444060267864065,1125056080327979009,1557161748,عَلِيْ السّلّامِيْ,ali_sallami,False,We22_A NetflixMENA,False,,und,,,
1125078083860619264,1125056080327979009,1557074492,محمد الشحيمي,sh7eimi,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,"المرحوم برلين داق واتساب على باسل ليش؟
",ar,,,
1125731669296783366,1125056080327979009,1557230319,El patron Khaled,__HHK__,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,باسل خياط اسطورة وأداء اكثر من رائع,ar,,,
1126022073107849216,1125056080327979009,1557299557,بدر العمر,Eng_Le3mar,False,mayaracalintey NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,صباح النور,ar,,,
1125056260234207234,1125056080327979009,1557069289,yasser7472 🌙,yasser1432_ZH,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,متحمس للمسلسل ,ar,,,
1125105739285127168,1125056080327979009,1557081086,K.S🐍,ksaad_13,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ذحين مسلسلات رمضان الي تم الاعلان عن عرضها على نتفلكس يوميا متى الموعد بالضبط لعرض كل حلقة,ar,,,
1125228738017406976,1125056080327979009,1557110411,Lavender ✩,nxliv,False,NetflixMENA,False,الأبطال,ar,,,
1125154758497533957,1125056080327979009,1557092773,Abdullah Lami,iibod_lami,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,Netflix original??,en,,,
1125374271935660032,1125056080327979009,1557145109,Saif Al Zubaidi,SaifSaif_1990,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,دائما يسعون إلى تقديم أفضل الخدمات للمشاهد,ar,,,
1125757275430379521,1125056080327979009,1557236424,Myrna Saad,SaadMyrna,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,Amazing performance @BasselKhayyatbest of the best series,en,/BasselKhayyat,,
1125087987468054528,1125056080327979009,1557076853,ALI⚓️🇫🇷,Balhass_A,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd SoldierOfReggae,False,@SoldierOfReggae chaque jour une episoade sur Netflix,en,/SoldierOfReggae,,
1125057913532317696,1125056080327979009,1557069683,HAIFA,IAMhaifaS,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd _saroon7 nourhsrk KShmoo5,False,@_saroon7 @nourhsrk @KShmoo5,und,/_saroon7 /nourhsrk /KShmoo5,,
1125059345924984833,1125056080327979009,1557070025,NOURH.,nourhsrk,False,IAMhaifaS NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd _saroon7 KShmoo5,False,شوفي الكلاب اجمل اثنين برلين و باسل,ar,,,
1125059630340739072,1125056080327979009,1557070093,rrtv,shss88074577,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,برلين من جولي شيك,ar,,,
1125514655550574592,1125056080327979009,1557178579,so?,hms_sss,False,NetflixMENA kholoud323,False,@kholoud323,und,/kholoud323,,
1125107153373736965,1125056080327979009,1557081423,Hammude Ali,hammude_ali,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,على نتفلكس المانيا مو موجود,ar,,,
1125091132059287552,1125056080327979009,1557077603,. mgm,mohanad220,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,يلموني ليش احب نتفلكس ياخي كل شي موجود ,ar,,,
1125056640607297536,1125056080327979009,1557069380,🧛🏻‍♀️,uglybud1,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,شفيه كذا وجهو تغير كان حلو!,ar,,,
1125497022390439936,1125056080327979009,1557174375,دانية 🌸 Dania,Dania_dmt,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd MohammadDemyati,False,@MohammadDemyati  هو ايه دا؟ ,ar,/MohammadDemyati,,
1125497303626911744,1125056080327979009,1557174442,Mohammad Demyati,MohammadDemyati,False,Dania_dmt NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,لقاء الثقافات,ar,,,
1125088245140922368,1125056080327979009,1557076915,ALI⚓️🇫🇷,Balhass_A,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd SoldierOfReggae,False,@SoldierOfReggae comme la casa del papel,es,/SoldierOfReggae,,
1125124017793454082,1125056080327979009,1557085444,Khalil.,SoldierOfReggae,False,Balhass_A NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,Chou hayda film ow série nezel ? Mbayen 7elo,cs,,,
1125168490380496898,1125056080327979009,1557096047,ALI⚓️🇫🇷,Balhass_A,False,SoldierOfReggae NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,Serie,en,,,
1125057981098463232,1125056080327979009,1557069699,Atheer,Eilllr,False,NetflixMENA,False,اخيييييييراً,ar,,,
1125215600748433408,1125056080327979009,1557107279,اسبريسو النصر,Victory5446,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,"السلام عليكم 
كيف طريقة الغى الاشتراك",ar,,,
1125057854187216896,1125056080327979009,1557069669,Reyna tundra,MariaPa77153415,False,NetflixMENA bchkitoo daniellarahme BasselKhayyat EagleFilmsProd,False,Música CASA DE PAPEL,pt,,,
1125061958317821952,1125056080327979009,1557070648,⭐⭐hisham,bchkitoo,False,MariaPa77153415 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,Yes,und,,,
1125881073722908673,1125056080327979009,1557265940,k̷a̷t̷a̷k̷u̷r̷i̷,x_Katakuri,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ماعمري رديت احد حمدلله,ar,,,
1125875395138674688,1125056080327979009,1557264586,ً,0see_,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,true,يععععععععع pic.twitter.com/guDlqQ4oyH,ar,https://t.co/guDlqQ4oyH,,
1125107429899894786,1125056080327979009,1557081489,بلقيس 🏹💛🖤,BalgeesX,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,true, pic.twitter.com/QcdLWx3Gch,und,https://t.co/QcdLWx3Gch,,
1125097232657735680,1125056080327979009,1557079058,Mohamed Alserihi,MohamedAlSerihi,False,NetflixMENA,False,مافي زر dislike,und,,,
1125063944727683072,1125056080327979009,1557071121,nadia fouad seoudi,nfseoudi,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,هو game of thron مش ليتعرض علي نتفلكس ياريت حد يقولي,ar,,,
1125066176730628108,1125056080327979009,1557071653,Sara |,saroona_44,False,nfseoudi NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,حقوق,ar,,,
1125092520508186625,1125056080327979009,1557077934,nadia fouad seoudi,nfseoudi,False,saroona_44 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,يعني ايه,ar,,,
1125093169769664513,1125056080327979009,1557078089,Abdallah Albakheet,aalbakheet23,False,nfseoudi saroona_44 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,حق osn,und,,,
1125134812191371266,1125056080327979009,1557088017,Fz,Fz200511,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,عفوا متى بتنزلون هجموم العمالقة في نتفليكس الشرق الاوسط؟,ar,,,
1125827446467698689,1125056080327979009,1557253154,Temor taj,TemorTaj,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,باسل جوكر الدراما العربيه,ar,,,
1125444280544374784,1125056080327979009,1557161800,عَلِيْ السّلّامِيْ,ali_sallami,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,اذا طلبت البروفيسور من جولي شيك  ,ar,,,
1125058263794561024,1125056080327979009,1557069767,loura adra,LouraAdra,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,شووووو حلووو يخرب زوقك ما احلاك ,ar,,,
1125434561872183296,1125056080327979009,1557159483,わさふ♡✦.,xShiningSirius,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,المسلسل من انتاجكم؟,ar,,,
1125070357835190276,1125056080327979009,1557072650,menna.,mennaelsayed122,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd Nwithz,False,@Nwithz هو في ايه,ar,/Nwithz,,
1125070694604316672,1125056080327979009,1557072731,Nouuur,Nwithz,False,mennaelsayed122 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,حد يرجع الاكونت لنتفلكوسه الحقيقه,ar,,,
1126559418659889152,1125056080327979009,1557427670,DUSK•,Reman_02,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,لاكاسا بريالين ,ar,,,
1126560208027828229,1125056080327979009,1557427858,.,Shdmor,False,Reman_02 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ليش ايش فيلو من لاكاسا؟,ar,,,
1126561401299001344,1125056080327979009,1557428143,DUSK•,Reman_02,False,Shdmor NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,نفس القصه وشوفي لابسين نفس اللبس ونفس الاغنيه,ar,,,
1126561820611874817,1125056080327979009,1557428243,.,Shdmor,False,Reman_02 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,"اه صح ماشفت الاعلان
بس شفت من المسلسل.. لاكاسا فيه قضية ووحدة تموت وكذا؟",ar,,,
1125109110930907137,1125056080327979009,1557081890,ŚĔМ 🎶🖤,67sem1,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,true,مسلسلات عربيه!!! pic.twitter.com/RB1mLEUO9c,ar,https://t.co/RB1mLEUO9c,,
1125378147753562112,1125056080327979009,1557146033,lubnaa.45,45Lubnaa,False,67sem1 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,صحححححح حتا مسلسلات تركيه قامو يحطونها ف نت فليكس,ar,,,
1125385146331430912,1125056080327979009,1557147702,ŚĔМ 🎶🖤,67sem1,False,45Lubnaa NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,التركي والخليجي عندي كلهم زي بعض الامريكي يفوز عليهم كلهم,ar,,,
1126949520607186944,1125056080327979009,1557520678,﮼بيلسٓــان 🕊,bilsan2018,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,"اعتدنا الابداع من المخرج #رامي_حنا لكن ليس گ هذا الابداع الدرامي اصبحت 
گواحده من قصص اجاثا كريستي في مسلسل #الكاتب  المخرج اخرجها لنور اجمل من الروايات البوليسيه حبكةً وابداعاً امام المشاهد ",ar,/hashtag/%D8%B1%D8%A7%D9%85%D9%8A_%D8%AD%D9%86%D8%A7?src=hash /hashtag/%D8%A7%D9%84%D9%83%D8%A7%D8%AA%D8%A8?src=hash,7,2
1126962060921798656,1125056080327979009,1557523667,AA•,ab4021,False,bilsan2018 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ايت كتاب؟,ar,,,
1125253281985515521,1125056080327979009,1557116263,Abdulrahman,Abdulrahman8244,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ممكن اعرف ليش مسلسل black sails ما يتحمل على الجهاز ما في علامة التحميل اللي على اليسار ؟؟؟؟؟؟؟؟!!!!!!,ar,,,
1125709193980338177,1125056080327979009,1557224961,Aries,7mnsan,False,Abdulrahman8244 NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,بعض المسلسلات ما تكون من إنتاج نتفلكس فما يحق لهم يخلونك تحملها على جهازك فقط تشاهد ستريمينق,ar,,,
1125058069950603264,1125056080327979009,1557069721,مُحمد الذوادي,Thawadioo,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ذي المسلسلات لازم بدون اشتراك حرام اضيع فلوسي عليها ,ar,,1,
1125057557075247112,1125056080327979009,1557069598,Sufyan,Sufyan1X,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,الحين انا اتعب واجمع فلوس وادفع ٤٠ شهرياً واخرته تعروضون لي هالزباله هذي؟ حطوووو مسلسلاااااااااات اجنبييييييه مانبي عربييييييه لانهااااا زباااااله,ar,,1,
1125058433575792641,1125056080327979009,1557069807,🌈A🐋,AAA_123_AAA_,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,طيب مسلسل the 100 وش صار عليه,ar,,1,
1125099285656276995,1125056080327979009,1557079547,Khalid,khalid123ksa,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,تخيل أشوف قيم اف ثرونز بعدها مسلسل عربي,ar,,,
1125370567064944640,1125056080327979009,1557144226,su,Suta0x,False,khalid123ksa NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,قيم اوف ثرونز مو موجود في نتفلكس اصلًا ، دور غيرها,ar,,,
1125372613377830912,1125056080327979009,1557144714,Khalid,khalid123ksa,False,Suta0x NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,عارف ، بتطبيق wavo,ar,,,
1125210101164531712,1125056080327979009,1557105968,أدولف ..,imoha___7,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ماودكم تنزلون Justifid او ذا امريكانز,ar,,,
1125210556913397761,1125056080327979009,1557106076,أدولف ..,imoha___7,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,او فير ذا والكنق ديد او هيل اوف ويلز او ذا قود بيهفيور او بانشي,ar,,,
1125243618514604033,1125056080327979009,1557113959,αвυ_∂αнм,abdulrhmansaadz,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,متى bodyguard الجزء الثاني,ar,,,
1125075231805247490,1125056080327979009,1557073812,علي خالد,anaskh133,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,متى ينزل الجزء الرابع والخامس من the 100,ar,,,
1125088065326931971,1125056080327979009,1557076872,-,16iamm,False,NetflixMENA,False,مسلسل jessica jones بينزل سيزين ثالث ؟,ar,,,
1126117438234484736,1125056080327979009,1557322294,s.s.abdullah #Juve 🇸🇦,ssabdullah8,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,من أعمال Netflix الاصلية ؟,ar,,,
1125067163012882432,1125056080327979009,1557071889,moom sowedan,sowedan,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,يع مسلسل عربي,ar,,,
1125685696642146304,1125056080327979009,1557219358,M.J SYR,MSJSYR,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,مالقيتو عالتطبيق,ar,,,
1125155063792590850,1125056080327979009,1557092846,M E S H A L 🇸🇦💙,mesho898,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,هل بينزل الموسم الرابع من lucifer على مكتبة الشرق الاوسط مع تاريخ عرضه الرسمي؟,ar,,,
1125076571050717184,1125056080327979009,1557074132,فههْد.,Fhhd73,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ولله يا مافي الى قوة حلب في لاكاسا,ar,,,
1125266609579397123,1125056080327979009,1557119440,كوكب الفتيات.,0rawan8,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ليش حذفتو مسلسل Dexter ؟؟؟,ar,,,
1125453608835780613,1125056080327979009,1557164024,Jannah¹³,JanounAlsh,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,المرحوم برلين داق على باسل خياط واتساب؟,ar,,,
1125139845335199744,1125056080327979009,1557089217,الشريف,alsharef198,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,مين ده ,ar,,,
1125176813624483840,1125056080327979009,1557098031,taragol@,akiltaragole1,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,اخي تعرضون المسلسلات الخليجيه,ar,,,
1125405352718159873,1125056080327979009,1557152519,مشروم 🤤,7Ru8h,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,الاعلان شد انتباهي خاصه الاغنيه الجراميه ,ar,,,
1125173167952211971,1125056080327979009,1557097162,IBraHiM,iibrahim_1992,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,تعليقات البنات راح تجيب حسابكم وراء ، مافيه احد يحب المسلسلات العربية لا تكملون الخطوة الفاشلة هذي,ar,,,
1125318808317693953,1125056080327979009,1557131885,Lion Of Judah,tehraka,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,انا مشترك في نيتفليكس اساسا، هربا من هذه السخافات في ام بي سي وغيرها. هل عندكم احصائية او استبيان من المشاهدين عن اهتماماتهم التلفزيونية في رمضان؟ ولا الإدارة عاوزة تقرف المشتركين بس؟,ar,,,
1125266675576786946,1125056080327979009,1557119456,كوكب الفتيات.,0rawan8,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ليش حذفتو مسلسل Dexter ؟؟؟ً,ar,,,
1125150776924561408,1125056080327979009,1557091824,رؤوم الكاتب ..,i_roooma,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,when does extremely wicked shockingly evil and vile ?????,en,,,
1125056969239298048,1125056080327979009,1557069458,¹⁹⁹⁷م,liangram,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,اعرضوا خمسه ونص بليز,ar,,,
1125057595964891136,1125056080327979009,1557069608,ي.,Yazeed_Lord,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,true,متى ينزل الجزء السادس من black list ذبحتنا المواقع و الاعلانات ياخي pic.twitter.com/zuitF4mKMn,ar,https://t.co/zuitF4mKMn,,
1125084108445626368,1125056080327979009,1557075929,عـــص 🇸🇦,39ooomi,False,Yazeed_Lord NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,ابدا حمل من التورنت احسن بجوده اعلى خلي نت فليكس مهتم مسلسلات العربيه اللي اشوف انها مالها داعي ولا يحطونها بشاهد نت اصرف,ar,,,
1125459676961955840,1125056080327979009,1557165471,ي.,Yazeed_Lord,False,39ooomi NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,انا اتابع على السوني .,ar,,,
1125740929699254272,1125056080327979009,1557232527,⚬Fahad ci,Fahad_myz,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,يالليل ياشعوب الأمصار حتى نتفليكس بدأو يخربونه بمسلسلاتهم التافهه,ar,,,
1125057755205840898,1125056080327979009,1557069646,S.S.LAZIO,7n9_1,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False,,und,,,
1125203335517212674,1125056080327979009,1557104355,mal-ksa,malshehri17,False,NetflixMENA daniellarahme BasselKhayyat EagleFilmsProd,False, مقرف,ar,,,
1126537740865220608,1126535773229080577,1557422502,Rayyan,Rayyan_dc,False,NetflixMENA,False,لا يالغالي السمبوسه,ar,,1,
1126832110659166208,1126535773229080577,1557492685,Netflix MENA,NetflixMENA,False,Rayyan_dc,False,أكثر شيء أحبه عالسفرة ,ar,,,
1126535923913641984,1126535773229080577,1557422068,Mujahed - YNI,Mujahed_M_YNI,False,NetflixMENA,False,نضحك ؟,ar,,3,
1126536080533196808,1126535773229080577,1557422106,Netflix MENA,NetflixMENA,False,Mujahed_M_YNI,False,اللي يناسبك ,ar,,5,
1126551328329797632,1126535773229080577,1557425741,Abdullah al-malki,3bda110,False,NetflixMENA Mujahed_M_YNI,False,لا هالمرة تضحك تستاهل لايك,ar,,,
1126536947504222208,1126535773229080577,1557422312,💕,glory20121,False,NetflixMENA,False,نظرة كلها غــزل  .,ar,,2,
1126540418106241024,1126535773229080577,1557423140,Netflix MENA,NetflixMENA,False,glory20121,true, pic.twitter.com/ufZSaf5fTy,und,https://t.co/ufZSaf5fTy,3,
1126607830637797385,1126535773229080577,1557439212,alharbi18,9dma18,False,NetflixMENA glory20121,False,سلام انسحب من حسابي مبلغ لنتفليكس كيف اقدر استرده ؟؟؟,ar,,,
1126536362717589504,1126535773229080577,1557422173,علياء,Lue87ms,False,NetflixMENA,true, pic.twitter.com/ubHDJAUK4w,und,https://t.co/ubHDJAUK4w,3,
1126831225732308992,1126535773229080577,1557492474,Netflix MENA,NetflixMENA,False,Lue87ms,False,بالنسبة للمشاركة في الأكل ما عندي مشكلة ,ar,,1,1
1126544007407050753,1126535773229080577,1557423996,storm,niiillqq,False,NetflixMENA,true, pic.twitter.com/0Rr5BBu3Me,und,https://t.co/0Rr5BBu3Me,2,
1126538271759175681,1126535773229080577,1557422628,Solitary,lixshz,False,NetflixMENA,true, pic.twitter.com/LZXfbNtJyS,und,https://t.co/LZXfbNtJyS,2,
1126536271738867712,1126535773229080577,1557422151,-,i_kRem9,False,NetflixMENA,true, pic.twitter.com/anA8tZPMUW,und,https://t.co/anA8tZPMUW,2,
1126536173847969793,1126535773229080577,1557422128,𝘕𝘰𝘶𝘳𝘢,_enmt0,False,NetflixMENA,False,طيب كيف اجدد اشتراكي بطريقتكم الجديده حستونا؟,ar,,2,
1126536509623099392,1126535773229080577,1557422208,⋆ 𖤐🌙,joodh_,False,NetflixMENA,False,الله احوبها مرا تستاهل ذي النظره اللقيمات,ar,,2,
1126536360947585025,1126535773229080577,1557422173,✨𝘋𝘙𝘌𝘈𝘔𝘌𝘙 ✨,__xKai,False,NetflixMENA,true, pic.twitter.com/PvM9nhM08G,und,https://t.co/PvM9nhM08G,2,
1126537969572171776,1126535773229080577,1557422556,سايتاما ساما 🍀| 🦋 ‏Butterfly ‏,oioi799,False,NetflixMENA,False,سبرينا متى بترجععع جز ٣!؟,ar,,1,
1126539269454147584,1126535773229080577,1557422866,Netflix fan,OKCq8,False,NetflixMENA,true, pic.twitter.com/aHLi3LWALB,und,https://t.co/aHLi3LWALB,1,
1126537063795503104,1126535773229080577,1557422340,⛓,aiiil11_,False,NetflixMENA,true,اتفق معك pic.twitter.com/GwIgs7kf2V,ar,https://t.co/GwIgs7kf2V,1,
1126536936099856386,1126535773229080577,1557422310,مشاري|..RADOi,mishcoolboy,False,NetflixMENA,False,اكيد,ar,,1,
1126551751111467008,1126535773229080577,1557425842,Anwd.,3nuie,False,NetflixMENA,true, pic.twitter.com/1ZgoReNJxy,und,https://t.co/1ZgoReNJxy,1,
